src	trg	degree
ZK	Shayan Nejad	39
ZK	Yungmadz	39
ZK	M4	39
ZK	DefBeats	39
ZK	Elias Roca	39
ZK	ElmoeDaDon	39
ZK	Moiyah	39
Rune Rask	Jonas Vestergaard	103
Rune Rask	Tabu	101
Rune Rask	Troo.L.S.	104
Rune Rask	Future Animals	102
Rune Rask	Krizz Kaliko	101
Rune Rask	Lukas Graham	110
Rune Rask	Lille Høg	103
Rune Rask	TooManyLeftHands	103
Rune Rask	Søren-William Hardam Nohns	105
Rune Rask	Esben Zefting	105
Rune Rask	Lounge Lizzards	101
Rune Rask	Tina Dickow	103
Rune Rask	Pitchshifters	103
Rune Rask	Lasse Lyngbo	101
Rune Rask	Simon Jul	105
Rune Rask	Fribytterdrømme	103
Rune Rask	Simon Kvamm	102
Rune Rask	David “Dehiro” Mørup	103
Rune Rask	Orgi-E	114
Rune Rask	USSEL	101
Rune Rask	Niklas	102
Rune Rask	Tue Track	108
Rune Rask	Olle Häggberg	102
Rune Rask	Albert (DNK)	106
Rune Rask	L.O.C.	111
Rune Rask	Rasmus Malone	101
Rune Rask	Redur Akram Hussein	102
Rune Rask	Ashibah	101
Rune Rask	KEWAN LIGGER BEATET NORMALT	119
Rune Rask	Livid	110
Rune Rask	Sivas	123
Rune Rask	Jonathan Elkær	108
Rune Rask	Anne Linnet	105
Rune Rask	USO	103
Rune Rask	Marwan	107
Rune Rask	Johan Olsen	101
Rune Rask	Prinz John	101
Rune Rask	Tech N9ne	101
Rune Rask	Hennedub	113
Rune Rask	Nella (DNK)	101
Rune Rask	Bjarke Winther	101
Rune Rask	MIKE SUMMERS	101
Rune Rask	​​andreas odbjerg	108
Rune Rask	Bai-D	107
Rune Rask	Alexander Malone	101
Rune Rask	Henrik Janson	101
Rune Rask	Simon Littauer	101
Rune Rask	MØ	102
Rune Rask	Scarlet Pleasure	103
Rune Rask	ELOQ	108
Rune Rask	Om’Mas Keith	101
Rune Rask	F.I.P.	101
Rune Rask	Helgi Jonsson	101
Rune Rask	Jokeren	104
Rune Rask	Ronni Vindahl	103
Rune Rask	HEDEGAARD	107
Rune Rask	Ivan Jackson	101
Rune Rask	Illpremizz	101
Rune Rask	Miles Blessing	101
Rune Rask	Aqua	102
Rune Rask	Søren Kjærgaard	102
Rune Rask	Louis Winding	105
Rune Rask	Clemens	107
Rune Rask	Kælderposen	102
Rune Rask	Jeppe Rapp	101
Rune Rask	Alex Ambrose	103
Rune Rask	Sachy Ramz	102
Rune Rask	Sidste Niveau	102
Rune Rask	Diego (DNK)	102
Rune Rask	Vincent Kottkamp	101
Rune Rask	Bryxtofte	103
Rune Rask	L:ron:harald	101
Rune Rask	​Johnson	107
Rune Rask	Niarn	104
Rune Rask	Mester Jacob	104
Rune Rask	Peter Sloth	101
Rune Rask	Wafande	108
Rune Rask	‎vol som	101
Rune Rask	Hampenberg	101
Rune Rask	Laurent Proneur	101
Rune Rask	Magnus Engelbrechtsen	101
Rune Rask	Sahra da Silva	101
Rune Rask	Mike Hawkins	101
Rune Rask	Søren Christensen	103
Rune Rask	Rune RK	101
Rune Rask	Xander Crxtical	101
Rune Rask	Frederik Scharff	101
Rune Rask	Alexander Skjold	101
Rune Rask	Sebastian Fogh	101
Rune Rask	Anders Hvass	101
Rune Rask	LAU IV	101
Mc Einar	Jørgen Juul	31
Mc Einar	DJ Peyk	33
Mc Einar	Einar Enemark	32
Mc Einar	MC Einar	32
Mc Einar	Jazzy H	31
Mc Einar	Bossy Bo	31
Mc Einar	Opiden	32
Mc Einar	Barbara Moleko	37
Mc Einar	Per Vers	34
Mc Einar	Khal Allan	32
Mc Einar	Mike Raw	33
Mc Einar	Nick Coldhands	32
Mc Einar	Jonny Hefty	34
Mc Einar	Fabeldyret	32
Mc Einar	Humme	32
Mc Einar	Solo Solito	32
Mc Einar	Kamilia Amélie	32
Mc Einar	Ash Beats Production	32
Mc Einar	J-Spliff	33
Mc Einar	Sticky Steph	32
Mc Einar	Jinix (DNK)	32
Mc Einar	Niki Bernard	33
Mc Einar	Cab (DNK)	33
Mc Einar	Mista Mat	32
Mc Einar	Nappion	33
Mc Einar	Kasper Spez	32
Mc Einar	DJ Profile	32
Mc Einar	LuxXx	34
Mc Einar	Esben “Es” Thornhal	35
Smøgmænd	Hieronymus Bosch (Rapper)	3
Smøgmænd	Pieter Claesz	3
USTABIL	Nikolai Højberg	2
Lil Mazda	OLIVVER	18
Lil Mazda	Ayy 131520	18
Lil Mazda	Valter Hvid	18
Lil Mazda	Yung Asti	18
Lil Mazda	Bby (DNK)	18
Lil Mazda	Lil Hawaii	18
Lil Mazda	Lille Høg	20
Lil Mazda	Sød Soba	18
Lil Mazda	Lille Fucker	18
Lil Mazda	Thomas Pozar	18
Lil Mazda	Lillebittebock	18
Lil Mazda	Gutterne	18
Lil Mazda	Mazdaholic	18
Lil Mazda	Eichen	18
Lil Mazda	Pind Diesel	18
Lil Mazda	Jenzo	18
Lil Mazda	Pis	18
BasedBoys	Mads Emil Heitmann	8
BasedBoys	Andreas Krüger	9
BasedBoys	MAAN (DNK)	8
BasedBoys	Sebastian Igens	10
BasedBoys	Carl Altino	11
BasedBoys	FisseFred	8
BasedBoys	Densygmike	8
Citybois	Carl Barsk	38
Citybois	Mads Lundegaard	34
Citybois	Jeppe London	34
Citybois	Skinz (DNK)	37
Citybois	SLY	35
Citybois	Rasmus Stabell	33
Citybois	Harm Brothers	36
Citybois	Lil Producer	34
Citybois	Young Bong	33
Citybois	Emil Stabil	33
Citybois	BUBU (DNK)	36
Citybois	LukasBL	37
Citybois	Hossy	38
Citybois	Michael Williams	33
Citybois	Providers	37
Citybois	Scarlet Pleasure	33
Citybois	David “Dehiro” Mørup	33
Citybois	Jonathan Elkær	38
Citybois	Frederik Nordsø	41
Citybois	Fridolin Nordsø	43
Citybois	Julius Aars	31
Citybois	Kristian Leth	32
Citybois	Tice (DNK)	35
Citybois	Louis Nordsø	33
Citybois	Ulrik Schultz	33
Jimilian	6ix9ine	48
Jimilian	Ceci Luca	45
Jimilian	Blak	46
Jimilian	TKD	45
Jimilian	HEDEGAARD	51
Jimilian	Fouli	53
Jimilian	BesiMadeThis	45
Jimilian	KEWAN LIGGER BEATET NORMALT	63
Jimilian	Naji The Pilot	45
Jimilian	Julian Barfoed	45
Jimilian	Gio (DNK)	56
Jimilian	Skinz (DNK)	51
Jimilian	Stine (DNK)	45
Jimilian	Daniel Davidsen	45
Jimilian	Mirza	45
Jimilian	Benjamin Lasnier	48
Jimilian	Emil Falk	52
Jimilian	Katie Keller	45
Jimilian	Apobeats (DNK)	48
Jimilian	ZEL	45
Jimilian	Dayme	46
Jimilian	Mohammedreza Khani	45
Jimilian	Reza	48
Jimilian	BUBU (DNK)	50
Jimilian	Poeten	45
Jimilian	Livid	54
Jimilian	Michael Pærremand	46
Jimilian	Heatmaky	45
Jimilian	Pilfinger	52
Jimilian	L.O.C.	55
Jimilian	Alex Skrindo	46
Jimilian	Slim Kofi	45
Baloosh	Mo-J (DNK)	27
Baloosh	Kulturen	27
Baloosh	Kephoi	33
Baloosh	Mike Lowrey	37
Baloosh	Omar (DNK)	29
Baloosh	Bechir Chabbi	28
Baloosh	Cha-D	28
Baloosh	TVRISMO	27
Baloosh	Shooter Gang	27
Baloosh	PAY (DNK)	29
Baloosh	Mikkel Wedel Bønløkke Larsen	27
Baloosh	Anders Mogensen	27
Baloosh	L.O.C.	37
Baloosh	BJØRN (DNK)	28
Baloosh	Herbio	27
Baloosh	Kasper Svare	31
Baloosh	Villads Sofus Bertelsen	30
Baloosh	Mekdes	27
Baloosh	Oochie	31
Baloosh	Jeppe Rønn	29
Baloosh	KEWAN LIGGER BEATET NORMALT	45
Baloosh	GUZO	27
Baloosh	Kamelen	28
Baloosh	August Møller Fogh	28
Phlake	Jonathan Elkær	28
Phlake	Troo.L.S.	24
Phlake	Louis Winding	25
Phlake	Alina Baraz	21
Phlake	Mercedes the Virus	21
Phlake	Chris Lake	21
Phlake	Vera	25
Phlake	Coco O.	23
Phlake	Robin Hannibal	21
Phlake	Awinbeh	23
Phlake	Esthero	21
Phlake	Che Lingo	21
Phlake	Jada	26
Phlake	August Møller Fogh	22
Phlake	Joeboy	21
Phlake	Gorgeous (DNK)	21
Phlake	​eee gee	21
Phlake	Soon (DNK)	21
Phlake	Selma Higgins	21
Phlake	ILMA (DNK)	21
