src	trg	nij
Pede B	Stik Op	1.0
Pede B	DJ Wernz	1.0
Pede B	Eldar-Q	1.0
Pede B	SkyggeSiden	1.0
Pede B	Mikkel	1.0
Pede B	Det Kiki	1.0
Pede B	Lydmor	1.0
Pede B	Tove Ditlevsen	1.0
Pede B	Trepac	1.0
Pede B	Ezi Cut	1.0
Pede B	Klumben	1.0
Pede B	Koldfront	1.0
Pede B	Fresco (DNK)	1.0
Pede B	MC Ollie	1.0
Pede B	Jake One	1.0
Pede B	Bawl	1.0
Pede B	Ali M (DNK)	1.0
Pede B	FordærvBerg	1.0
Pede B	Kaka (DNK)	1.0
Pede B	MC Magnus	1.0
Pede B	MIKKE FLU$	1.0
Pede B	SuparDejen	1.0
Pede B	Esben	1.0
Pede B	Nota Bene	1.0
Pede B	Kool Jepp	1.0
Pede B	Jonas Eddie	1.0
Pede B	Kongchain	1.0
Pede B	Claus Seest	1.0
Pede B	H1TMAKERS	1.0
Pede B	King Lil Jay	1.0
Pede B	Monique Mai	1.0
Pede B	JACOB SKYGG	1.0
Pede B	ELOQ	1.0
Pede B	Capone	1.0
Pede B	The Number	1.0
Pede B	Clemens	1.0
Pede B	MC Swan	1.0
Pede B	Juan Almajid	1.0
Pede B	IGÅR.IDAG	1.0
Pede B	F L E M M I N G (DNK)	1.0
Pede B	Murro	1.0
Pede B	Opiden	1.0
Pede B	Barbara Moleko	1.0
Pede B	MC Einar	1.0
Pede B	Khal Allan	1.0
Pede B	Mike Raw	1.0
Pede B	Nick Coldhands	1.0
Pede B	Fabeldyret	1.0
Pede B	Humme	1.0
Pede B	Solo Solito	1.0
Pede B	Kamilia Amélie	1.0
Pede B	Ash Beats Production	1.0
Pede B	Sticky Steph	1.0
Pede B	Jinix (DNK)	1.0
Pede B	Niki Bernard	1.0
Pede B	Mista Mat	1.0
Pede B	Nappion	1.0
Pede B	Kasper Spez	1.0
Pede B	DJ Profile	1.0
Pede B	Bryxtofte	1.0
Pede B	NEMO (DNK)	1.0
Pede B	​hvem	1.0
Pede B	Kilo Peter	1.0
Pede B	Atilla	1.0
Pede B	Joan Ørting	1.0
Pede B	Frit Løb	1.0
Pede B	​supa (DNK)	1.0
Pede B	Claus Bergmann	1.0
Pede B	Kristian Funder	1.0
Pede B	HOST (dnk)	1.0
Pede B	MIC (DNK)	1.0
Pede B	Manndark	1.0
Pede B	Mc Einar	1.0
Xabski	BUBU (DNK)	1.0
Xabski	KEWAN LIGGER BEATET NORMALT	1.0
Xabski	Shakz	1.0
Xabski	Alasow	1.0
Xabski	Young Juu	1.0
Xabski	Cartel89	1.0
Xabski	T&O	1.0
Xabski	Palaze	1.0
Xabski	Bechir Chabbi	1.0
Xabski	PAY (DNK)	1.0
Xabski	Jimilian	1.0
Xabski	Sivas	1.0
Xabski	Papito (DNK)	1.0
Xabski	Jeppe Rønn	1.0
Xabski	PakiNextDoor	1.0
Xabski	Kephoi	1.0
Xabski	Mike Lowrey	1.0
Xabski	Asmus Harm	1.0
Xabski	Emil Harm	1.0
Xabski	Abcitoo	1.0
Xabski	Ozz6y	1.0
Xabski	I$WAAL	1.0
Xabski	Carl Sydow	1.0
Xabski	Victor Hejslet	1.0
Xabski	AK (DNK)	1.0
Xabski	Shooter Belly	1.0
Xabski	Bro	1.0
Xabski	AlsBeatz	1.0
Xabski	Can Cetin	1.0
Xabski	Baloosh	1.0
ICEKIID	Mo the Producer	1.0
ICEKIID	Slow-Mo	1.0
ICEKIID	Harm Brothers	1.0
ICEKIID	Okay Funky	1.0
ICEKIID	Nicki Pooyandeh	1.0
ICEKIID	Cannibal Records	1.0
ICEKIID	Hossy	1.0
ICEKIID	Arto Eriksen	1.0
ICEKIID	Hennedub	1.0
ICEKIID	Lamin	1.0
ICEKIID	KEWAN LIGGER BEATET NORMALT	1.0
ICEKIID	Emil Harm	1.0
ICEKIID	Asmus Harm	1.0
ICEKIID	Frost (DNK)	1.0
ICEKIID	MarcieFresh	1.0
ICEKIID	HaKeem	1.0
ICEKIID	J-Mix	1.0
ICEKIID	Marco Rahim	1.0
ICEKIID	Izhar Iz	1.0
ICEKIID	Amin A1	1.0
ICEKIID	GULEED	1.0
ICEKIID	T&O	1.0
ICEKIID	KJ	1.0
ICEKIID	Isam B	1.0
ICEKIID	Jay-B Bisgaard	1.0
ICEKIID	Saqib	1.0
ICEKIID	Naoui	1.0
ICEKIID	​wicky	1.0
ICEKIID	william (FIN)	1.0
ICEKIID	​takenoelz	1.0
ICEKIID	Pablo Paz	1.0
ICEKIID	Young Vibez Productions	1.0
ICEKIID	Elias Abbas	1.0
ICEKIID	K27	1.0
ICEKIID	Di Genius	1.0
ICEKIID	Benjamin Lasnier	1.0
ICEKIID	Pilfinger	1.0
ICEKIID	Diztortion	1.0
ICEKIID	P3 Din Gata	1.0
ICEKIID	Citybois	1.0
Malk De Koijn	Tue Track	1.0
Malk De Koijn	Blæs Bukki	1.0
Malk De Koijn	Geolo G	1.0
Malk De Koijn	Andullah S	1.0
Malk De Koijn	Malk de Koijn	1.0
Malk De Koijn	Jokeren	1.0
Malk De Koijn	Humleridderne	1.0
Malk De Koijn	Per Vers	1.0
Malk De Koijn	Klart Dér	1.0
Malk De Koijn	Isbjerg	1.0
Malk De Koijn	Kølig Kaj	1.0
Østkyst Hustlers	DJ Peyk	1.0
Østkyst Hustlers	Einar Enemark	1.0
Østkyst Hustlers	Jo-C-Fine	1.0
Østkyst Hustlers	Al Agami	1.0
Østkyst Hustlers	Humleridderne	1.0
Østkyst Hustlers	Kenneth K	1.0
Østkyst Hustlers	Camille Jones	1.0
Lord Siva	Vera	1.0
Lord Siva	Peter Lützen	1.0
Lord Siva	Pharfar	1.0
Lord Siva	Klumben	1.0
Lord Siva	Carsten Heller	1.0
Lord Siva	ELOQ	1.0
Lord Siva	Niels Brandt	1.0
Lord Siva	Jacob Bech-Hansen	1.0
Lord Siva	Hennedub	1.0
Lord Siva	Carl Barsk	1.0
Lord Siva	Fresh-I	1.0
Lord Siva	Noodle	1.0
Lord Siva	Stig Brenner	1.0
Lord Siva	Adam Hillebrandt	1.0
Lord Siva	Emil Falk	1.0
Lord Siva	Frederik Nordsø	1.0
Lord Siva	Fridolin Nordsø	1.0
Lord Siva	Musti Mousetee	1.0
Lord Siva	Jonathan Schultz (DNK)	1.0
Lord Siva	Matsmoments	1.0
Lord Siva	Andreas Murga	1.0
Lord Siva	Victor Groth	1.0
Lord Siva	Necklace	1.0
Lord Siva	​tais	1.0
Lord Siva	Jens Ole McCoy	1.0
Lord Siva	Nature Boy (DNK)	1.0
Lord Siva	Mads Muurholm	1.0
Lord Siva	Ella Augusta	1.0
Lord Siva	MAS	1.0
Lord Siva	Arto Eriksen	1.0
Lord Siva	Thomas Helmig	1.0
Lord Siva	Ben Legit	1.0
Lord Siva	Nicki Pooyandeh	1.0
Lord Siva	Yangze	1.0
Lord Siva	Mathias Klysner	1.0
Lord Siva	Danni Toma	1.0
Nixen	Albert (DNK)	1.0
Nixen	DJ Noize	1.0
Nixen	Novum	1.0
Nixen	Skurken	1.0
Nixen	MarcieFresh	1.0
Nixen	L.O.C.	1.0
Nixen	Kaaliyah	1.0
Nixen	David Benja	1.0
Nixen	Isaac Kasule	1.0
Nixen	Donny	1.0
Nixen	Dayzon	1.0
Nixen	Marwan	1.0
Nixen	4Pro	1.0
Nixen	Bai-D	1.0
Nixen	Gio (DNK)	1.0
Nixen	Hasan Shah	1.0
Nixen	Adam Hillebrandt	1.0
Nixen	DJ Rune (DNK)	1.0
Nixen	Alberte	1.0
Nixen	Loke Deph	1.0
Nixen	Mvh. Emil	1.0
Nixen	Mortito	1.0
Nixen	LuxXx	1.0
Nixen	Stik Op	1.0
Nixen	Marco Sewohl	1.0
Nixen	Esben “Es” Thornhal	1.0
Nixen	Semphiz	1.0
Nixen	Jens Frederik Wang	1.0
Jooks	Atilla	1.0
Jooks	Tue Track	1.0
Jooks	Orgi-E	1.0
Jooks	Jonathan Elkær	1.0
Jooks	Karen Rosenberg	1.0
Jooks	Jøden	1.0
Jooks	Jonny Hefty	1.0
Jooks	Jokeren	1.0
Jooks	Mikkel Mund	1.0
Jooks	Bai-D	1.0
Jooks	Tegnedrengen	1.0
Jooks	David Filskov	1.0
Jooks	Troo.L.S.	1.0
Jooks	Niarn	1.0
Jooks	Mester Jacob	1.0
Jooks	Peter Nørgaard	1.0
Jooks	Moses Fiellau-Nikolajsen	1.0
Jooks	Pelding	1.0
Jooks	THOR (producer)	1.0
Jooks	MC Jimmy	1.0
Jooks	Sphaeren	1.0
Jooks	Sund Fornuft	1.0
Jooks	René Cambony	1.0
Jooks	The Acorn	1.0
Jooks	Takt Og Tone	1.0
Jooks	Twajs	1.0
Jooks	KCL	1.0
Jooks	DJ Static (DNK)	1.0
Jooks	SuparDejen	1.0
Jooks	Cruz (DNK)	1.0
Jooks	Siegismund	1.0
Jooks	Nappion	1.0
Jooks	Jugs W.O.N.	1.0
Jooks	Humleridderne	1.0
Jooks	Rune Rask	1.0
ZK	PakiNextDoor	1.0
ZK	Sta2f	1.0
ZK	Sivas	1.0
ZK	SRVNY	1.0
ZK	ManLikeDeniz	1.0
ZK	David Dieu	1.0
ZK	KEWAN LIGGER BEATET NORMALT	1.0
ZK	AySay	1.0
ZK	RJacks & Masta	1.0
ZK	Gordon Ramz	1.0
ZK	Larry (DNK)	1.0
ZK	Fouli	1.0
ZK	Sidar Levira	1.0
ZK	Akhee	1.0
ZK	Apobeats (DNK)	1.0
ZK	Faustix	1.0
ZK	Navie	1.0
ZK	Oochie	1.0
ZK	Lorenzo Vizzini	1.0
ZK	Tag Team	1.0
ZK	Sachy Ramz	1.0
ZK	Mike Lowrey	1.0
ZK	OA453	1.0
ZK	ZK453	1.0
ZK	Balken	1.0
ZK	August Skovgaard Brinch	1.0
ZK	Albert Hogrefe Clausen	1.0
ZK	Ciampaz	1.0
ZK	Talk (Producer)	1.0
ZK	Shayan Nejad	1.0
ZK	Yungmadz	1.0
ZK	M4	1.0
ZK	DefBeats	1.0
ZK	Elias Roca	1.0
ZK	ElmoeDaDon	1.0
ZK	Moiyah	1.0
Rune Rask	Jonas Vestergaard	1.0
Rune Rask	Tabu	1.0
Rune Rask	Troo.L.S.	1.0
Rune Rask	Future Animals	1.0
Rune Rask	Krizz Kaliko	1.0
Rune Rask	Lukas Graham	1.0
Rune Rask	Lille Høg	1.0
Rune Rask	TooManyLeftHands	1.0
Rune Rask	Søren-William Hardam Nohns	1.0
Rune Rask	Esben Zefting	1.0
Rune Rask	Lounge Lizzards	1.0
Rune Rask	Tina Dickow	1.0
Rune Rask	Pitchshifters	1.0
Rune Rask	Lasse Lyngbo	1.0
Rune Rask	Simon Jul	1.0
Rune Rask	Fribytterdrømme	1.0
Rune Rask	Simon Kvamm	1.0
Rune Rask	David “Dehiro” Mørup	1.0
Rune Rask	Orgi-E	1.0
Rune Rask	USSEL	1.0
Rune Rask	Niklas	1.0
Rune Rask	Tue Track	1.0
Rune Rask	Olle Häggberg	1.0
Rune Rask	Albert (DNK)	1.0
Rune Rask	L.O.C.	1.0
Rune Rask	Rasmus Malone	1.0
Rune Rask	Redur Akram Hussein	1.0
Rune Rask	Ashibah	1.0
Rune Rask	KEWAN LIGGER BEATET NORMALT	1.0
Rune Rask	Livid	1.0
Rune Rask	Sivas	1.0
Rune Rask	Jonathan Elkær	1.0
Rune Rask	Anne Linnet	1.0
Rune Rask	USO	1.0
Rune Rask	Marwan	1.0
Rune Rask	Johan Olsen	1.0
Rune Rask	Prinz John	1.0
Rune Rask	Tech N9ne	1.0
Rune Rask	Hennedub	1.0
Rune Rask	Nella (DNK)	1.0
Rune Rask	Bjarke Winther	1.0
Rune Rask	MIKE SUMMERS	1.0
Rune Rask	​​andreas odbjerg	1.0
Rune Rask	Bai-D	1.0
Rune Rask	Alexander Malone	1.0
Rune Rask	Henrik Janson	1.0
Rune Rask	Simon Littauer	1.0
Rune Rask	MØ	1.0
Rune Rask	Scarlet Pleasure	1.0
Rune Rask	ELOQ	1.0
Rune Rask	Om’Mas Keith	1.0
Rune Rask	F.I.P.	1.0
Rune Rask	Helgi Jonsson	1.0
Rune Rask	Jokeren	1.0
Rune Rask	Ronni Vindahl	1.0
Rune Rask	HEDEGAARD	1.0
Rune Rask	Ivan Jackson	1.0
Rune Rask	Illpremizz	1.0
Rune Rask	Miles Blessing	1.0
Rune Rask	Aqua	1.0
Rune Rask	Søren Kjærgaard	1.0
Rune Rask	Louis Winding	1.0
Rune Rask	Clemens	1.0
Rune Rask	Kælderposen	1.0
Rune Rask	Jeppe Rapp	1.0
Rune Rask	Alex Ambrose	1.0
Rune Rask	Sachy Ramz	1.0
Rune Rask	Sidste Niveau	1.0
Rune Rask	Diego (DNK)	1.0
Rune Rask	Vincent Kottkamp	1.0
Rune Rask	Bryxtofte	1.0
Rune Rask	L:ron:harald	1.0
Rune Rask	​Johnson	1.0
Rune Rask	Niarn	1.0
Rune Rask	Mester Jacob	1.0
Rune Rask	Peter Sloth	1.0
Rune Rask	Wafande	1.0
Rune Rask	‎vol som	1.0
Rune Rask	Hampenberg	1.0
Rune Rask	Laurent Proneur	1.0
Rune Rask	Magnus Engelbrechtsen	1.0
Rune Rask	Sahra da Silva	1.0
Rune Rask	Mike Hawkins	1.0
Rune Rask	Søren Christensen	1.0
Rune Rask	Rune RK	1.0
Rune Rask	Xander Crxtical	1.0
Rune Rask	Frederik Scharff	1.0
Rune Rask	Alexander Skjold	1.0
Rune Rask	Sebastian Fogh	1.0
Rune Rask	Anders Hvass	1.0
Rune Rask	LAU IV	1.0
Mc Einar	Jørgen Juul	1.0
Mc Einar	DJ Peyk	1.0
Mc Einar	Einar Enemark	1.0
Mc Einar	MC Einar	1.0
Mc Einar	Jazzy H	1.0
Mc Einar	Bossy Bo	1.0
Mc Einar	Opiden	1.0
Mc Einar	Barbara Moleko	1.0
Mc Einar	Per Vers	1.0
Mc Einar	Khal Allan	1.0
Mc Einar	Mike Raw	1.0
Mc Einar	Nick Coldhands	1.0
Mc Einar	Jonny Hefty	1.0
Mc Einar	Fabeldyret	1.0
Mc Einar	Humme	1.0
Mc Einar	Solo Solito	1.0
Mc Einar	Kamilia Amélie	1.0
Mc Einar	Ash Beats Production	1.0
Mc Einar	J-Spliff	1.0
Mc Einar	Sticky Steph	1.0
Mc Einar	Jinix (DNK)	1.0
Mc Einar	Niki Bernard	1.0
Mc Einar	Cab (DNK)	1.0
Mc Einar	Mista Mat	1.0
Mc Einar	Nappion	1.0
Mc Einar	Kasper Spez	1.0
Mc Einar	DJ Profile	1.0
Mc Einar	LuxXx	1.0
Mc Einar	Esben “Es” Thornhal	1.0
Smøgmænd	Hieronymus Bosch (Rapper)	1.0
Smøgmænd	Pieter Claesz	1.0
USTABIL	Nikolai Højberg	1.0
Lil Mazda	OLIVVER	1.0
Lil Mazda	Ayy 131520	1.0
Lil Mazda	Valter Hvid	1.0
Lil Mazda	Yung Asti	1.0
Lil Mazda	Bby (DNK)	1.0
Lil Mazda	Lil Hawaii	1.0
Lil Mazda	Lille Høg	1.0
Lil Mazda	Sød Soba	1.0
Lil Mazda	Lille Fucker	1.0
Lil Mazda	Thomas Pozar	1.0
Lil Mazda	Lillebittebock	1.0
Lil Mazda	Gutterne	1.0
Lil Mazda	Mazdaholic	1.0
Lil Mazda	Eichen	1.0
Lil Mazda	Pind Diesel	1.0
Lil Mazda	Jenzo	1.0
Lil Mazda	Pis	1.0
BasedBoys	Mads Emil Heitmann	1.0
BasedBoys	Andreas Krüger	1.0
BasedBoys	MAAN (DNK)	1.0
BasedBoys	Sebastian Igens	1.0
BasedBoys	Carl Altino	1.0
BasedBoys	FisseFred	1.0
BasedBoys	Densygmike	1.0
Citybois	Carl Barsk	1.0
Citybois	Mads Lundegaard	1.0
Citybois	Jeppe London	1.0
Citybois	Skinz (DNK)	1.0
Citybois	SLY	1.0
Citybois	Rasmus Stabell	1.0
Citybois	Harm Brothers	1.0
Citybois	Lil Producer	1.0
Citybois	Young Bong	1.0
Citybois	Emil Stabil	1.0
Citybois	BUBU (DNK)	1.0
Citybois	LukasBL	1.0
Citybois	Hossy	1.0
Citybois	Michael Williams	1.0
Citybois	Providers	1.0
Citybois	Scarlet Pleasure	1.0
Citybois	David “Dehiro” Mørup	1.0
Citybois	Jonathan Elkær	1.0
Citybois	Frederik Nordsø	1.0
Citybois	Fridolin Nordsø	1.0
Citybois	Julius Aars	1.0
Citybois	Kristian Leth	1.0
Citybois	Tice (DNK)	1.0
Citybois	Louis Nordsø	1.0
Citybois	Ulrik Schultz	1.0
Jimilian	6ix9ine	1.0
Jimilian	Ceci Luca	1.0
Jimilian	Blak	1.0
Jimilian	TKD	1.0
Jimilian	HEDEGAARD	1.0
Jimilian	Fouli	1.0
Jimilian	BesiMadeThis	1.0
Jimilian	KEWAN LIGGER BEATET NORMALT	1.0
Jimilian	Naji The Pilot	1.0
Jimilian	Julian Barfoed	1.0
Jimilian	Gio (DNK)	1.0
Jimilian	Skinz (DNK)	1.0
Jimilian	Stine (DNK)	1.0
Jimilian	Daniel Davidsen	1.0
Jimilian	Mirza	1.0
Jimilian	Benjamin Lasnier	1.0
Jimilian	Emil Falk	1.0
Jimilian	Katie Keller	1.0
Jimilian	Apobeats (DNK)	1.0
Jimilian	ZEL	1.0
Jimilian	Dayme	1.0
Jimilian	Mohammedreza Khani	1.0
Jimilian	Reza	1.0
Jimilian	BUBU (DNK)	1.0
Jimilian	Poeten	1.0
Jimilian	Livid	1.0
Jimilian	Michael Pærremand	1.0
Jimilian	Heatmaky	1.0
Jimilian	Pilfinger	1.0
Jimilian	L.O.C.	1.0
Jimilian	Alex Skrindo	1.0
Jimilian	Slim Kofi	1.0
Baloosh	Mo-J (DNK)	1.0
Baloosh	Kulturen	1.0
Baloosh	Kephoi	1.0
Baloosh	Mike Lowrey	1.0
Baloosh	Omar (DNK)	1.0
Baloosh	Bechir Chabbi	1.0
Baloosh	Cha-D	1.0
Baloosh	TVRISMO	1.0
Baloosh	Shooter Gang	1.0
Baloosh	PAY (DNK)	1.0
Baloosh	Mikkel Wedel Bønløkke Larsen	1.0
Baloosh	Anders Mogensen	1.0
Baloosh	L.O.C.	1.0
Baloosh	BJØRN (DNK)	1.0
Baloosh	Herbio	1.0
Baloosh	Kasper Svare	1.0
Baloosh	Villads Sofus Bertelsen	1.0
Baloosh	Mekdes	1.0
Baloosh	Oochie	1.0
Baloosh	Jeppe Rønn	1.0
Baloosh	KEWAN LIGGER BEATET NORMALT	1.0
Baloosh	GUZO	1.0
Baloosh	Kamelen	1.0
Baloosh	August Møller Fogh	1.0
Phlake	Jonathan Elkær	1.0
Phlake	Troo.L.S.	1.0
Phlake	Louis Winding	1.0
Phlake	Alina Baraz	1.0
Phlake	Mercedes the Virus	1.0
Phlake	Chris Lake	1.0
Phlake	Vera	1.0
Phlake	Coco O.	1.0
Phlake	Robin Hannibal	1.0
Phlake	Awinbeh	1.0
Phlake	Esthero	1.0
Phlake	Che Lingo	1.0
Phlake	Jada	1.0
Phlake	August Møller Fogh	1.0
Phlake	Joeboy	1.0
Phlake	Gorgeous (DNK)	1.0
Phlake	​eee gee	1.0
Phlake	Soon (DNK)	1.0
Phlake	Selma Higgins	1.0
Phlake	ILMA (DNK)	1.0
